Fecha,Lote,Origen,Variedad,Proceso,Beneficio,Peso en Verde,Merma,Peso en Tostado,Perfil,Tiempo de tueste,Tostador,Temp. Inicio,Temp. Final
2023-03-04 00:00:00,07-010223,Jerico,Dos mil,Tradicional,Lavado,1.2,16.66666667,1.0,Filtrado,433,LFQ,170.0,191.0
2023-07-04 00:00:00,01-010223,Jerico,Dos mil,Tradicional,Lavado,156.0,16.66666667,130.0,Espresso,534,LFQ,170.0,195.0
14-4-23,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,35.0,14.28571429,30.0,Filtrado,492,LFQ,170.0,191.0
18-4-23,11-140423,Herrera,Wush Wush,Natural,Natural,4.0,15.0,3.4,Filtrado,512,LFQ,170.0,190.0
20-4-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,9.0,16.66666667,7.5,Filtrado,482,LFQ,175.0,191.0
20-4-23,02-241122,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,501,LFQ,175.0,192.0
20-4-23,08-240423,Jerico,Gesha,Honey,Honey,6.0,16.66666667,5.0,Filtrado,491,LFQ,175.0,191.0
20-4-23,07-010223,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,433,LFQ,170.0,191.0
21-4-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,12.0,16.66666667,10.0,Espresso,534,LFQ,170.0,195.0
21-4-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,42.0,16.66666667,35.0,Filtrado,485,LFQ,175.0,191.0
24-4-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,110.0,18.18181818,90.0,Espresso,534,LFQ,170.0,195.0
24-4-23,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,24.0,16.66666667,20.0,Filtrado,492,LFQ,170.0,191.0
2023-09-05 00:00:00,01-010223,Jerico,Dos mil,Tradicional,Lavado,52.0,18.26923077,42.5,Filtrado,485,LFQ,175.0,192.0
2023-09-05 00:00:00,02-200423,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,501,LFQ,175.0,192.0
2023-09-05 00:00:00,08-240423,Jerico,Gesha,Honey,Honey,6.0,16.66666667,5.0,Filtrado,491,LFQ,175.0,191.0
2023-09-05 00:00:00,07-010223,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,465,LFQ,170.0,191.0
15-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,195.0,17.94871795,160.0,Espresso,534,LFQ,170.0,195.0
15-5-23,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,35.0,14.28571429,30.0,Filtrado,492,LFQ,170.0,191.0
17-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,45.0,16.66666667,37.5,Filtrado,485,LFQ,175.0,192.0
18-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,12.0,16.66666667,10.0,Filtrado,494,LFQ,175.0,191.0
18-5-23,02-200423,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,482,LFQ,175.0,190.0
18-5-23,08-240423,Jerico,Gesha,Honey,Honey,3.0,16.66666667,2.5,Filtrado,481,LFQ,175.0,191.0
18-5-23,11-140423,Herrera,Wush Wush,Natural,Natural,2.0,15.0,1.7,Filtrado,465,LFQ,170.0,190.0
23-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,15.0,16.66666667,12.5,Filtrado,494,LFQ,175.0,191.0
23-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,8.0,18.75,6.5,Espresso,501,LFQ,175.0,195.0
23-5-23,08-240423,Jerico,Gesha,Honey,Honey,2.38,15.96638655,2.0,Filtrado,481,LFQ,175.0,191.0
27-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,33.0,16.66666667,27.5,Filtrado,497,LFQ,175.0,191.0
27-5-23,02-200423,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,501,LFQ,175.0,190.0
27-5-23,07-010223,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,478,LFQ,170.0,191.0
27-5-23,13-250523,Planadas,Pink Bourbon,Natural,Natural,1.0,20.0,0.8,Filtrado,318,LFQ,170.0,189.0
29-5-23,03-010223,Jerico,Dos mil,Tradicional,Descafeinado,2.1,19.04761905,1.7,Filtrado,414,LFQ,170.0,191.0
31-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,86.0,18.60465116,70.0,Filtrado,494,LFQ,175.0,191.0
31-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,103.0,22.33009709,80.0,Espresso,501,LFQ,175.0,195.0
31-5-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,74.0,18.91891892,60.0,Filtrado,494,LFQ,175.0,191.0
2023-01-06 00:00:00,13-250523,Planadas,Pink Bourbon,Natural,Natural,2.0,16.0,1.68,Filtrado,318,LFQ,170.0,189.0
2023-01-06 00:00:00,03-010223,Jerico,Dos mil,Tradicional,Descafeinado,1.2,16.66666667,1.0,Filtrado,414,LFQ,170.0,191.0
2023-01-06 00:00:00,08-240423,Jerico,Gesha,Honey,Honey,9.0,16.66666667,7.5,Filtrado,481,LFQ,175.0,191.0
2023-01-06 00:00:00,02-200423,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,501,LFQ,175.0,190.0
2023-04-06 00:00:00,11-140423,Herrera,Wush Wush,Natural,Natural,2.0,15.0,1.7,Filtrado,465,LFQ,170.0,190.0
17-6-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,521,LFQ,175.0,192.0
17-6-23,02-200423,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,492,LFQ,175.0,192.0
17-6-23,08-240423,Jerico,Gesha,Honey,Honey,6.0,16.66666667,5.0,Filtrado,506,LFQ,170.0,191.0
17-6-23,07-010223,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,465,LFQ,170.0,191.0
21-6-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,21.0,16.66666667,17.5,Filtrado,521,LFQ,175.0,192.0
21-6-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,124.0,19.35483871,100.0,Espresso,521,LFQ,175.0,192.0
21-6-23,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,60.0,16.66666667,50.0,Filtrado,492,LFQ,170.0,191.0
22-6-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,42.0,16.66666667,35.0,Filtrado,525,LFQ,175.0,192.0
22-6-23,02-200423,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,495,LFQ,175.0,192.0
22-6-23,08-240423,Jerico,Gesha,Honey,Honey,6.0,16.66666667,5.0,Filtrado,509,LFQ,170.0,191.0
22-6-23,05-240123,Jerico,Dos mil,Tradicional,Lavado,15.0,16.66666667,12.5,Espresso,528,LFQ,175.0,192.0
30-6-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,12.0,16.66666667,10.0,Filtrado,520,LFQ,175.0,190.0
2023-01-07 00:00:00,01-010223,Jerico,Dos mil,Tradicional,Lavado,30.0,16.66666667,25.0,Filtrado,515,LFQ,175.0,191.0
2023-04-07 00:00:00,01-010223,Jerico,Dos mil,Tradicional,Lavado,12.0,16.66666667,10.0,Espresso,515,LFQ,175.0,195.0
2023-04-07 00:00:00,08-040723,Jerico,Gesha,Honey,Honey,6.0,16.66666667,5.0,Filtrado,506,LFQ,170.0,191.0
2023-04-07 00:00:00,07-040723,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,520,LFQ,175.0,190.0
2023-04-07 00:00:00,13-250523,Planadas,Pink Bourbon,Natural,Natural,1.2,16.66666667,1.0,Filtrado,318,LFQ,170.0,189.0
2023-05-07 00:00:00,01-010223,Jerico,Dos mil,Tradicional,Lavado,9.0,16.66666667,7.5,Filtrado,482,LFQ,170.0,191.0
2023-05-07 00:00:00,02-200423,Jerico,Dos mil,Natural,Natural,1.2,16.66666667,1.0,Filtrado,434,LFQ,175.0,192.0
2023-05-07 00:00:00,08-040723,Jerico,Gesha,Honey,Honey,1.2,16.66666667,1.0,Filtrado,423,LFQ,170.0,191.0
2023-05-07 00:00:00,07-040723,Jerico,Dos mil,Tradicional,Lavado,1.2,16.66666667,1.0,Filtrado,422,LFQ,170.0,191.0
2023-06-07 00:00:00,01-010223,Jerico,Dos mil,Tradicional,Lavado,33.0,16.66666667,27.5,Filtrado,522,LFQ,175.0,193.0
13-7-23,02-200423,Jerico,Dos mil,Natural,Natural,9.0,16.66666667,7.5,Filtrado,434,LFQ,175.0,192.0
13-7-23,08-040723,Jerico,Gesha,Honey,Honey,9.0,16.66666667,7.5,Filtrado,423,LFQ,170.0,191.0
13-7-23,07-040723,Jerico,Dos mil,Tradicional,Lavado,9.0,16.66666667,7.5,Filtrado,422,LFQ,170.0,191.0
19-7-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,155.0,19.35483871,125.0,Espresso,515,LFQ,175.0,195.0
19-7-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,96.0,16.66666667,80.0,Filtrado,506,LFQ,170.0,191.0
19-7-23,02-200423,Jerico,Dos mil,Natural,Natural,1.2,16.66666667,1.0,Filtrado,434,LFQ,175.0,192.0
19-7-23,08-040723,Jerico,Gesha,Honey,Honey,1.2,16.66666667,1.0,Filtrado,423,LFQ,170.0,191.0
19-7-23,07-040723,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,422,LFQ,170.0,191.0
25-7-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,45.0,16.66666667,37.5,Filtrado,465,LFQ,180.0,193.0
25-7-23,02-200423,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,494,LFQ,175.0,191.0
25-7-23,07-040723,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,482,LFQ,175.0,190.0
27-7-23,13-250523,Planadas,Pink Bourbon,Natural,Natural,2.2,22.72727273,1.7,Filtrado,421,LFQ,170.0,189.0
27-7-23,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,3.0,16.66666667,2.5,Filtrado,465,LFQ,175.0,192.0
28-7-23,11-120723,Herrera,Wush Wush,Natural,Natural,2.2,22.72727273,1.7,Filtrado,434,LFQ,170.0,189.0
28-7-23,03-010223,Jerico,Dos mil,Tradicional,Descafeinado,2.2,22.72727273,1.7,Filtrado,441,LFQ,175.0,190.0
31-7-23,01-010223,Jerico,Dos mil,Tradicional,Lavado,48.0,16.66666667,40.0,Filtrado,465,LFQ,180.0,193.0
2023-02-08 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,200.0,20.0,160.0,Espresso,534,LFQ,180.0,193.0
2023-02-08 00:00:00,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,60.0,16.66666667,50.0,Filtrado,492,LFQ,170.0,191.0
2023-05-08 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,26.5,16.98113208,22.0,Filtrado,465,LFQ,180.0,193.0
2023-05-08 00:00:00,08-040723,Jerico,Gesha,Honey,Honey,6.0,16.66666667,5.0,Filtrado,423,LFQ,170.0,191.0
2023-05-08 00:00:00,02-200423,Jerico,Dos mil,Natural,Natural,12.0,16.66666667,10.0,Filtrado,494,LFQ,175.0,191.0
2023-09-08 00:00:00,07-040723,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,482,LFQ,175.0,190.0
2023-09-08 00:00:00,11-120723,Herrera,Wush Wush,Natural,Natural,1.2,16.66666667,1.0,Filtrado,434,LFQ,170.0,189.0
2023-09-08 00:00:00,08-040723,Jerico,Gesha,Honey,Honey,1.2,16.66666667,1.0,Filtrado,423,LFQ,170.0,191.0
2023-10-08 00:00:00,11-120723,Herrera,Wush Wush,Natural,Natural,2.1,19.04761905,1.7,Filtrado,434,LFQ,170.0,189.0
2023-10-08 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,30.0,16.66666667,25.0,Filtrado,465,LFQ,180.0,193.0
22-8-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,39.5,17.72151899,32.5,Filtrado,523,LFQ,180.0,192.0
22-8-23,11-120723,Herrera,Wush Wush,Natural,Natural,2.1,19.04761905,1.7,Filtrado,434,LFQ,170.0,189.0
22-8-23,07-040723,Jerico,Dos mil,Tradicional,Lavado,9.0,16.66666667,7.5,Filtrado,482,LFQ,175.0,190.0
22-8-23,13-250523,Planadas,Pink Bourbon,Natural,Natural,1.2,16.66666667,1.0,Filtrado,318,LFQ,170.0,189.0
22-8-23,08-040723,Jerico,Gesha,Honey,Honey,1.2,16.66666667,1.0,Filtrado,423,LFQ,170.0,191.0
23-8-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,45.0,16.66666667,37.5,Filtrado,523,LFQ,180.0,192.0
23-8-23,07-040723,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,482,LFQ,175.0,190.0
23-8-23,08-040723,Jerico,Gesha,Honey,Honey,3.0,16.66666667,2.5,Filtrado,423,LFQ,170.0,191.0
28-8-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,21.0,16.66666667,17.5,Filtrado,523,LFQ,180.0,192.0
28-8-23,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,60.0,16.66666667,50.0,Filtrado,492,LFQ,170.0,191.0
30-8-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,24.0,16.66666667,20.0,Filtrado,492,LFQ,175.0,192.0
31-8-23,11-120723,Herrera,Wush Wush,Natural,Natural,2.1,19.04761905,1.7,Filtrado,434,LFQ,170.0,189.0
31-8-23,02-160823,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
2023-06-09 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,45.0,16.66666667,37.5,Filtrado,492,LFQ,175.0,192.0
2023-06-09 00:00:00,07-040723,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,482,LFQ,175.0,190.0
2023-06-09 00:00:00,08-080923,Jerico,Gesha,Honey,Honey,15.0,20.0,12.0,Filtrado,423,LFQ,170.0,191.0
2023-09-09 00:00:00,15-080923,Aipe,Maragogipe,Lavado,Lavado,18.0,16.66666667,15.0,Filtrado,492,LFQ,175.0,192.0
2023-09-09 00:00:00,08-080923,Jerico,Gesha,Honey,Honey,24.0,16.66666667,20.0,Filtrado,503,LFQ,170.0,191.0
2023-09-09 00:00:00,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,24.0,16.66666667,20.0,Filtrado,492,LFQ,170.0,191.0
2023-12-09 00:00:00,15-080923,Aipe,Maragogipe,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,492,LFQ,175.0,192.0
2023-12-09 00:00:00,03-010223,Jerico,Dos mil,Tradicional,Descafeinado,3.0,16.66666667,2.5,Filtrado,414,LFQ,170.0,191.0
2023-12-09 00:00:00,11-120723,Herrera,Wush Wush,Natural,Natural,6.0,16.66666667,5.0,Filtrado,434,LFQ,170.0,189.0
2023-12-09 00:00:00,14-080923,Jerico,Dos mil,Lavado,Lavado,12.0,16.66666667,10.0,Filtrado,505,LFQ,170.0,189.0
2023-12-09 00:00:00,16-080923,Jerico,Gesha,Natural,Natural,6.0,16.66666667,5.0,Espresso,503,LFQ,170.0,191.0
2023-12-09 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,110.0,18.18181818,90.0,Filtrado,492,LFQ,175.0,192.0
2023-12-09 00:00:00,15-080923,Aipe,Maragogipe,Lavado,Lavado,1.2,16.66666667,1.0,Filtrado,492,LFQ,175.0,192.0
2023-12-09 00:00:00,11-120723,Herrera,Wush Wush,Natural,Natural,1.2,16.66666667,1.0,Filtrado,434,LFQ,170.0,189.0
2023-12-09 00:00:00,14-080923,Jerico,Dos mil,Lavado,Lavado,1.2,16.66666667,1.0,Filtrado,505,LFQ,170.0,189.0
2023-12-09 00:00:00,08-080923,Jerico,Gesha,Honey,Honey,1.2,16.66666667,1.0,Filtrado,423,LFQ,170.0,191.0
21-9-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,84.5,17.15976331,70.0,Filtrado,492,LFQ,175.0,192.0
21-9-23,15-080923,Aipe,Maragogipe,Lavado,Lavado,3.0,16.66666667,2.5,Filtrado,492,LFQ,175.0,192.0
21-9-23,11-120723,Herrera,Wush Wush,Natural,Natural,3.0,16.66666667,2.5,Filtrado,434,LFQ,170.0,189.0
25-9-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,24.0,16.66666667,20.0,Filtrado,492,LFQ,175.0,192.0
2023-02-10 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,69.0,17.39130435,57.0,Espresso,490,LFQ,175.0,193.0
2023-06-10 00:00:00,15-080923,Aipe,Maragogipe,Lavado,Lavado,4.1,17.07317073,3.4,Filtrado,505,LFQ,170.0,189.0
2023-06-10 00:00:00,11-120723,Herrera,Wush Wush,Natural,Natural,2.9,17.24137931,2.4,Filtrado,423,LFQ,170.0,191.0
2023-06-10 00:00:00,14-080923,Jerico,Dos mil,Lavado,Lavado,2.9,17.24137931,2.4,Filtrado,492,LFQ,175.0,192.0
2023-11-10 00:00:00,16-080923,Jerico,Gesha,Natural,Natural,6.0,16.66666667,5.0,Espresso,503,LFQ,170.0,191.0
2023-11-10 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,492,LFQ,175.0,192.0
2023-11-10 00:00:00,15-080923,Aipe,Maragogipe,Lavado,Lavado,1.2,16.66666667,1.0,Filtrado,430,LFQ,170.0,189.0
2023-11-10 00:00:00,14-080923,Jerico,Dos mil,Lavado,Lavado,1.2,16.66666667,1.0,Filtrado,423,LFQ,170.0,191.0
19-10-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,55.0,18.18181818,45.0,Filtrado,492,LFQ,175.0,192.0
19-10-23,16-080923,Jerico,Gesha,Natural,Natural,9.0,16.66666667,7.5,Espresso,503,LFQ,170.0,191.0
19-10-23,09-140423,Ciudad Bolivar,Tabi,Natural,Natural,36.0,16.66666667,30.0,Filtrado,492,LFQ,170.0,191.0
19-10-23,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,3.0,16.66666667,2.5,Filtrado,490,LFQ,170.0,190.0
25-10-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,492,LFQ,175.0,192.0
25-10-23,15-080923,Aipe,Maragogipe,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,481,LFQ,170.0,189.0
25-10-23,14-080923,Jerico,Dos mil,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,483,LFQ,170.0,191.0
25-10-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Espresso,503,LFQ,175.0,192.0
25-10-23,16-080923,Jerico,Gesha,Natural,Natural,6.0,16.66666667,5.0,Espresso,503,LFQ,170.0,191.0
25-10-23,08-080923,Jerico,Gesha,Honey,Honey,6.0,16.66666667,5.0,Filtrado,491,LFQ,170.0,191.0
26-10-23,01-020823,Jerico,Dos mil,Tradicional,Lavado,35.0,14.28571429,30.0,Filtrado,501,LFQ,175.0,192.0
30-10-23,16-080923,Jerico,Gesha,Natural,Natural,8.0,18.75,6.5,Espresso,503,LFQ,170.0,191.0
30-10-23,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,6.0,50.0,3.0,Filtrado,490,LFQ,170.0,190.0
30-10-23,11-301023,Herrera,Wush Wush,Natural,Natural,5.0,16.0,4.2,Filtrado,423,LFQ,170.0,191.0
30-10-23,14-080923,Jerico,Dos mil,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,483,LFQ,170.0,191.0
30-10-23,02-301023,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,494,LFQ,175.0,191.0
2023-06-11 00:00:00,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,3.0,16.66666667,2.5,Filtrado,490,LFQ,170.0,190.0
2023-06-11 00:00:00,11-301023,Herrera,Wush Wush,Natural,Natural,3.0,16.66666667,2.5,Filtrado,423,LFQ,170.0,191.0
2023-06-11 00:00:00,14-080923,Jerico,Dos mil,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,483,LFQ,170.0,191.0
2023-06-11 00:00:00,02-301023,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
2023-06-11 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,33.0,16.66666667,27.5,Filtrado,501,LFQ,175.0,192.0
2023-06-11 00:00:00,10-201023,Rovira,Castillo,Tradicional,Lavado,6.0,16.66666667,5.0,Espresso,492,LFQ,180.0,193.0
2023-08-11 00:00:00,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,3.0,16.66666667,2.5,Filtrado,492,LFQ,170.0,190.0
2023-08-11 00:00:00,01-020823,Jerico,Dos mil,Tradicional,Lavado,30.0,16.66666667,25.0,Filtrado,541,LFQ,175.0,192.0
14-11-23,09-141123,Ciudad Bolivar,Tabi,Natural,Natural,35.0,14.28571429,30.0,Filtrado,550,LFQ,180.0,191.0
14-11-23,01-141123,Jerico,Dos mil,Tradicional,Lavado,61.0,13.93442623,52.5,Filtrado,538,LFQ,180.0,193.0
14-11-23,02-301023,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
14-11-23,04-201023,San Antonio,Caturra,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,492,LFQ,170.0,189.0
14-11-23,10-201023,Rovira,Castillo,Tradicional,Lavado,6.0,16.66666667,5.0,Espresso,492,LFQ,180.0,193.0
14-11-23,11-301023,Herrera,Wush Wush,Natural,Natural,3.0,16.66666667,2.5,Filtrado,423,LFQ,170.0,191.0
14-11-23,15-080923,Aipe,Maragogipe,Lavado,Lavado,3.0,16.66666667,2.5,Filtrado,481,LFQ,170.0,189.0
21-11-23,01-141123,Jerico,Dos mil,Tradicional,Lavado,90.0,16.66666667,75.0,Filtrado,538,LFQ,180.0,193.0
21-11-23,02-301023,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
21-11-23,04-201023,San Antonio,Caturra,Lavado,Lavado,5.4,16.66666667,4.5,Filtrado,492,LFQ,170.0,189.0
21-11-23,10-201023,Rovira,Castillo,Tradicional,Lavado,6.0,16.66666667,5.0,Espresso,491,LFQ,180.0,193.0
21-11-23,11-301023,Herrera,Wush Wush,Natural,Natural,3.0,16.66666667,2.5,Filtrado,514,LFQ,170.0,191.0
21-11-23,15-080923,Aipe,Maragogipe,Lavado,Lavado,1.2,16.66666667,1.0,Filtrado,514,LFQ,170.0,189.0
21-11-23,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,9.0,17.77777778,7.4,Filtrado,489,LFQ,170.0,190.0
